Nes,rep,N,r,window_1,window_2
0.1,21,1000,0.0001,0.027113916869843598,0.02709827575678793
18.0,48,1000,0.0001,0.029306816303815306,0.028577420937046974
0.02,32,1000,0.0001,0.03182028813440681,0.027851650003500338
8.0,43,1000,0.0001,0.027602682955147798,0.02188631485274271
25.0,47,1000,0.0001,0.023526636034801925,0.02624096205510286
22.0,6,1000,0.0001,0.027795427698385028,0.02499036857342881
0.5,39,1000,0.0001,0.026716181045052356,0.02697357560778052
0.0,188,1000,0.0001,0.02498198145507281,0.024580154851742766
4.0,24,1000,0.0001,0.0287173183629183,0.030606331469573603
0.0,192,1000,0.0001,0.025908620408020475,0.023763996898845032
22.0,21,1000,0.0001,0.02290028292814646,0.03012536550327533
200.0,45,1000,0.0001,0.02539213315065764,0.032010717791889784
22.0,12,1000,0.0001,0.028730013868693578,0.027130085597279925
1.0,46,1000,0.0001,0.030582988611430686,0.027965622715135835
5.0,48,1000,0.0001,0.02296694311215563,0.027673193679684027
200.0,25,1000,0.0001,0.02741274153707698,0.027583433977698968
1.0,37,1000,0.0001,0.026777498678934013,0.029128420819040973
0.01,41,1000,0.0001,0.028417852853642726,0.02894823576078816
8.0,39,1000,0.0001,0.03439908341717098,0.031059774223711277
0.0,235,1000,0.0001,0.029722080214010783,0.02986670987749393
10.0,24,1000,0.0001,0.027425603136156967,0.025292757495874924
0.02,23,1000,0.0001,0.026732301003050303,0.02432483398669942
0.01,16,1000,0.0001,0.02895905277963908,0.02459978763938201
0.0,69,1000,0.0001,0.03201481005750302,0.030263749655482928
18.0,21,1000,0.0001,0.028049567522376282,0.02402347776588847
5.0,42,1000,0.0001,0.024418962143107292,0.025668006630331593
24.0,14,1000,0.0001,0.02971790715535779,0.024643819497975037
4.0,20,1000,0.0001,0.02194384817940908,0.016819653884694325
0.0,134,1000,0.0001,0.029444232896644915,0.030559103687184428
25.0,5,1000,0.0001,0.023249341773088746,0.024320905108255526
50.0,35,1000,0.0001,0.025673306117305988,0.02771069340867053
100.0,24,1000,0.0001,0.020522557649882596,0.02348984248012401
15.0,23,1000,0.0001,0.030991206779339024,0.0305546371038552
22.0,10,1000,0.0001,0.02925544766438328,0.02714726597629898
0.0,78,1000,0.0001,0.027417774205710402,0.03170053093254675
10.0,10,1000,0.0001,0.030166208036401933,0.027442478968948598
0.05,22,1000,0.0001,0.028911154404720366,0.02823802386419328
0.05,15,1000,0.0001,0.023696910202510264,0.027691643288164484
0.01,14,1000,0.0001,0.025417192033601686,0.022977924486224363
15.0,27,1000,0.0001,0.028601078802940196,0.027632709171458613
4.0,39,1000,0.0001,0.02281511520576037,0.028509110016500933
20.0,48,1000,0.0001,0.018079955526776468,0.02060722603530185
28.0,35,1000,0.0001,0.029674754789739643,0.02998524970648549
0.0,215,1000,0.0001,0.026093259820991182,0.026986482735136933
28.0,34,1000,0.0001,0.029370630865543364,0.027028579088954615
100.0,11,1000,0.0001,0.029121317951897787,0.030361668920446054
25.0,28,1000,0.0001,0.015771022319116017,0.017395828346417397
0.0,110,1000,0.0001,0.029217729862493325,0.028712595471773746
0.0,180,1000,0.0001,0.027403701964098377,0.025293033136656956
1.0,20,1000,0.0001,0.02693277802990166,0.016546144601230137
0.2,10,1000,0.0001,0.03179917326366333,0.027590957594879895
10.0,19,1000,0.0001,0.019706180455022884,0.02667580695234773
2.0,30,1000,0.0001,0.018536255559778045,0.02534576171708597
0.5,30,1000,0.0001,0.024892445810290608,0.027948489352467753
0.01,42,1000,0.0001,0.025997854692734808,0.02355007594279724
0.1,46,1000,0.0001,0.030860718245912376,0.027099958627931513
2.0,42,1000,0.0001,0.024675783172158797,0.022464240080004062
10.0,23,1000,0.0001,0.025005967361368172,0.0195175381329068
22.0,3,1000,0.0001,0.02899143246562337,0.02212720507825405
0.0,231,1000,0.0001,0.02604164494824746,0.025484199023951305
0.0,70,1000,0.0001,0.02783119100755058,0.02918588418220927
2.0,9,1000,0.0001,0.022568963550177592,0.016064366248312513
8.0,2,1000,0.0001,0.02453663080154014,0.029978364941247254
8.0,42,1000,0.0001,0.022039746055302865,0.023484078429921586
20.0,15,1000,0.0001,0.024151994608730538,0.026638980945047335
0.5,1,1000,0.0001,0.021560753269663644,0.02230797844692254
5.0,39,1000,0.0001,0.023077014627731565,0.01984965653082656
1.0,40,1000,0.0001,0.02407003917695889,0.025383650210510606
25.0,36,1000,0.0001,0.027050004418221023,0.022314477838891976
200.0,42,1000,0.0001,0.027704092922646324,0.030208213565678436
0.0,159,1000,0.0001,0.028107847324366338,0.026797933509675586
5.0,26,1000,0.0001,0.022393466298314988,0.01650034411020562
12.0,30,1000,0.0001,0.03202678406420324,0.03011302544227214
0.2,12,1000,0.0001,0.02798823362868157,0.016814214060703155
50.0,18,1000,0.0001,0.029867813573678847,0.02781654876043823
12.0,33,1000,0.0001,0.0223899746937348,0.02295522529926512
22.0,29,1000,0.0001,0.030153825345267428,0.028408704461223164
22.0,46,1000,0.0001,0.028848392089604578,0.03162856887644395
0.2,33,1000,0.0001,0.03230087837691902,0.0270108004010201
24.0,13,1000,0.0001,0.03165620581429084,0.028922675392769708
0.1,42,1000,0.0001,0.032334941775088916,0.027437297999900186
0.02,9,1000,0.0001,0.027653304911245624,0.02862883140857058
50.0,27,1000,0.0001,0.028134247587379462,0.02400266542427136
15.0,6,1000,0.0001,0.029353032438621994,0.027250523319166133
0.2,30,1000,0.0001,0.025322447516375968,0.028388914771738723
5.0,6,1000,0.0001,0.02975078997749895,0.031369209363468264
200.0,3,1000,0.0001,0.02930172763438185,0.026533051757588015
50.0,22,1000,0.0001,0.02808474086604351,0.021228678488924534
8.0,33,1000,0.0001,0.022125868040402133,0.01913363351367583
1.0,0,1000,0.0001,0.02844273617180869,0.026108754085704452
18.0,15,1000,0.0001,0.02954757733886707,0.030202648097405
1.0,19,1000,0.0001,0.028842941385069303,0.026853783834191756
5.0,41,1000,0.0001,0.02896711988299425,0.030019145022251264
0.5,18,1000,0.0001,0.029108270971548687,0.03144589856992862
5.0,46,1000,0.0001,0.0284061302275115,0.026937859672983785
200.0,47,1000,0.0001,0.02734680897944914,0.02699570859642999
2.0,24,1000,0.0001,0.028073492039601997,0.02612695158857959
10.0,45,1000,0.0001,0.027768098023901285,0.029967114439722088
0.01,25,1000,0.0001,0.03032392964348232,0.029090207375368805
0.2,15,1000,0.0001,0.030818889231461703,0.029240397909895553
5.0,21,1000,0.0001,0.025288528095404838,0.027800730086504466
0.1,29,1000,0.0001,0.026081667475373875,0.025858596252812727
0.01,27,1000,0.0001,0.03115732385519287,0.03166600357117864
30.0,8,1000,0.0001,0.027577062966148463,0.02516661594279732
10.0,49,1000,0.0001,0.024900865536276937,0.02477326822741154
2.0,31,1000,0.0001,0.024880631637581915,0.025606762387119477
12.0,48,1000,0.0001,0.028222919854992826,0.025144230200510053
0.0,30,1000,0.0001,0.02877686257612887,0.027367175791789697
25.0,40,1000,0.0001,0.028518608435421908,0.029111365549277513
24.0,23,1000,0.0001,0.029499880182009264,0.03111817617480883
1.0,7,1000,0.0001,0.030941185509275538,0.02952981678283919
0.5,19,1000,0.0001,0.029232479112955765,0.028589778929946654
28.0,24,1000,0.0001,0.02935568829441483,0.025053157998900098
8.0,14,1000,0.0001,0.02686611186659347,0.027629004443222225
12.0,21,1000,0.0001,0.02281550876343833,0.025189421997099882
0.0,18,1000,0.0001,0.02533237538576934,0.02290836695734797
30.0,17,1000,0.0001,0.02943943754487729,0.03244360421321081
0.2,40,1000,0.0001,0.029695411526576395,0.02141859313365682
0.05,5,1000,0.0001,0.02946832830941558,0.030407759643982353
25.0,23,1000,0.0001,0.026681622908145505,0.02735179227361378
5.0,4,1000,0.0001,0.028853052144607358,0.030705504100205155
0.0,1,1000,0.0001,0.026649567169358533,0.02137030503525186
4.0,43,1000,0.0001,0.023725235629781606,0.02331779288664444
10.0,9,1000,0.0001,0.029968265991299654,0.02902527842592143
0.01,43,1000,0.0001,0.029636788641432224,0.029121231512575646
22.0,23,1000,0.0001,0.02733218989149465,0.02819912637631892
50.0,31,1000,0.0001,0.02774732297414879,0.0250194762488126
20.0,40,1000,0.0001,0.023260338380919125,0.027213596062803214
0.0,128,1000,0.0001,0.02526211467873406,0.028640474877743963
100.0,40,1000,0.0001,0.026405827701385186,0.026846065891294693
200.0,5,1000,0.0001,0.028116682794139865,0.020119894534726842
25.0,32,1000,0.0001,0.03136954181109066,0.03285834650132527
30.0,39,1000,0.0001,0.02588808744337232,0.02698068661133072
12.0,34,1000,0.0001,0.027642498777938992,0.03225372707335381
8.0,10,1000,0.0001,0.029580760378018964,0.02982622934246725
24.0,24,1000,0.0001,0.024547211166558443,0.027183024157207934
0.0,247,1000,0.0001,0.025717394833741844,0.028202372745637347
100.0,26,1000,0.0001,0.02717531687084364,0.02639648996649844
10.0,16,1000,0.0001,0.02987735556377827,0.027424672331616766
28.0,28,1000,0.0001,0.029485755217761,0.03161329422871158
0.0,206,1000,0.0001,0.028923385908295483,0.026059466565328336
0.0,56,1000,0.0001,0.023137736040802152,0.02737636397119865
0.0,97,1000,0.0001,0.027991154539727142,0.02884834676833859
0.0,32,1000,0.0001,0.025512896495824937,0.021054249641482135
12.0,2,1000,0.0001,0.021503888867443505,0.027869866468323495
0.0,75,1000,0.0001,0.025107033039652154,0.028146525874293928
50.0,6,1000,0.0001,0.024971645031251655,0.021260455653782834
22.0,22,1000,0.0001,0.02676119521776094,0.02163309027851402
50.0,15,1000,0.0001,0.027956054095704945,0.02394961104555242
18.0,14,1000,0.0001,0.030334903086154424,0.03104312581129064
50.0,13,1000,0.0001,0.027116690456522888,0.022208723170158623
15.0,3,1000,0.0001,0.02123427225661294,0.02131998906545335
2.0,0,1000,0.0001,0.02230201313265682,0.024562712282614238
4.0,46,1000,0.0001,0.018840808132406756,0.026977262972148718
200.0,17,1000,0.0001,0.02526959740987053,0.0293446007660384
0.02,24,1000,0.0001,0.02563991711285588,0.02759301496374828
0.05,13,1000,0.0001,0.02519545234061711,0.028549946651332685
0.0,72,1000,0.0001,0.023513337853892726,0.020816685534276787
28.0,42,1000,0.0001,0.03156081152157624,0.02898111836791849
0.2,49,1000,0.0001,0.02814075616380823,0.028937882083104296
0.0,84,1000,0.0001,0.02804504433521688,0.02853997531776605
1.0,14,1000,0.0001,0.023180205678283994,0.028250596270813697
0.0,238,1000,0.0001,0.028300222346117402,0.027616391278564002
18.0,38,1000,0.0001,0.028118520043002217,0.03209420972348635
0.0,36,1000,0.0001,0.02641199165858305,0.026282085193259842
18.0,41,1000,0.0001,0.02738305140757049,0.027430331521576222
0.05,7,1000,0.0001,0.017372044600230147,0.028158097998900088
15.0,7,1000,0.0001,0.030171254180709234,0.02404374975148768
22.0,32,1000,0.0001,0.03171065934296724,0.029062266806340505
25.0,30,1000,0.0001,0.02828586359517983,0.02465599214460727
5.0,38,1000,0.0001,0.02652966170108519,0.03003638184709252
100.0,10,1000,0.0001,0.029289869747487558,0.0327740091084556
0.5,35,1000,0.0001,0.02978657445772298,0.029229487986399384
0.0,68,1000,0.0001,0.026412038419921173,0.022294622001100172
0.01,45,1000,0.0001,0.022641276516825886,0.025212427414370832
0.1,2,1000,0.0001,0.03123817088354424,0.026256158521926223
50.0,11,1000,0.0001,0.0218915842402121,0.022582721933096777
0.02,41,1000,0.0001,0.024567070088504495,0.028587155981799155
200.0,6,1000,0.0001,0.024510880524026304,0.030572699035951927
200.0,13,1000,0.0001,0.02822028332016618,0.024605961493074802
25.0,24,1000,0.0001,0.021704301918095983,0.015959918360918146
0.0,150,1000,0.0001,0.02385826971048569,0.021858043048152493
200.0,43,1000,0.0001,0.027905822748137524,0.024456019379969135
22.0,47,1000,0.0001,0.027188223607180446,0.029359054557728047
8.0,40,1000,0.0001,0.021747680710035636,0.026976239215960963
0.0,17,1000,0.0001,0.02830748336716842,0.02626029483774202
0.05,20,1000,0.0001,0.028373338028901605,0.028909425794289848
0.0,86,1000,0.0001,0.03020149351167571,0.02631902925946305
28.0,33,1000,0.0001,0.028352123553177698,0.025322931867593438
0.0,218,1000,0.0001,0.030420698145907466,0.028847408135406875
200.0,19,1000,0.0001,0.02254695984799252,0.021598350272513785
5.0,8,1000,0.0001,0.026290652270613713,0.024899447661383155
0.0,244,1000,0.0001,0.027831212668633584,0.02724913636481836
0.1,31,1000,0.0001,0.025190199559978137,0.027093889477473924
25.0,43,1000,0.0001,0.028523669968498522,0.018556041178058952
0.5,8,1000,0.0001,0.032085961932096646,0.030028119632981753
100.0,48,1000,0.0001,0.023563709740487142,0.0286736412750639
15.0,41,1000,0.0001,0.023619767855392933,0.03197597511475591
15.0,33,1000,0.0001,0.018046198260913103,0.019408791267563525
200.0,4,1000,0.0001,0.018233470078503983,0.019198306047302445
0.1,23,1000,0.0001,0.02738684064003212,0.03056356139006965
8.0,4,1000,0.0001,0.02709348932846662,0.028361542540127193
24.0,45,1000,0.0001,0.02169063283464183,0.027062142589129593
4.0,17,1000,0.0001,0.02916255161258072,0.02661133898594937
0.0,233,1000,0.0001,0.02493742766038314,0.03029355849192473
0.2,24,1000,0.0001,0.024464898599930174,0.02504392223811195
0.2,2,1000,0.0001,0.029208411310565667,0.0252201726356319
0.0,171,1000,0.0001,0.018079079779989064,0.02625804208010415
24.0,25,1000,0.0001,0.026163315654782762,0.031301137288864564
4.0,19,1000,0.0001,0.027763159812990785,0.026517138487924582
2.0,2,1000,0.0001,0.028016545470273588,0.025449235038751985
8.0,34,1000,0.0001,0.024069136493824788,0.030015399746987487
28.0,14,1000,0.0001,0.03100896704135219,0.02636576321516089
0.1,41,1000,0.0001,0.022836480091004672,0.028562457162858233
0.0,27,1000,0.0001,0.021698124321216157,0.02710390403020165
28.0,19,1000,0.0001,0.02837152541627101,0.03122186251912605
0.0,191,1000,0.0001,0.03073810132406621,0.02885588498524941
0.0,160,1000,0.0001,0.02992263221861112,0.029384288455422916
28.0,31,1000,0.0001,0.02533717863793203,0.029259787057352975
0.02,40,1000,0.0001,0.02302774028101409,0.0245995966908347
24.0,17,1000,0.0001,0.02443082606230322,0.028043648094404773
10.0,43,1000,0.0001,0.026792531128556556,0.025188539040952158
25.0,11,1000,0.0001,0.02538745043852203,0.02884463580879063
4.0,30,1000,0.0001,0.02437672211410584,0.026197660441022175
0.5,29,1000,0.0001,0.028372410632531715,0.031662058275913896
18.0,43,1000,0.0001,0.029242907446372406,0.031311955620781026
200.0,40,1000,0.0001,0.024576899063953356,0.022452718530926594
5.0,0,1000,0.0001,0.029481354569728575,0.030954818412920766
1.0,30,1000,0.0001,0.025621723116155903,0.026031018394919794
200.0,30,1000,0.0001,0.026643078294914836,0.029273986978349074
15.0,32,1000,0.0001,0.03233675668983462,0.033604414406720504
4.0,1,1000,0.0001,0.02769052052002616,0.026272464238212
100.0,0,1000,0.0001,0.026312151925596442,0.024710876622831175
50.0,3,1000,0.0001,0.03288160279914014,0.03040382325416283
10.0,29,1000,0.0001,0.029698663192159677,0.028204174772738726
25.0,21,1000,0.0001,0.024864603244162307,0.015186951339567104
2.0,12,1000,0.0001,0.027597161646082394,0.031090077882894217
18.0,19,1000,0.0001,0.028713463444172315,0.027549307454372864
30.0,23,1000,0.0001,0.024603313085654544,0.021294530581529185
100.0,1,1000,0.0001,0.02437142721636099,0.025532583743187388
0.0,105,1000,0.0001,0.029821158072903847,0.02520717015150768
0.02,45,1000,0.0001,0.020117059098955014,0.028021453905695416
0.0,48,1000,0.0001,0.02620917036051822,0.029148289145457324
0.0,96,1000,0.0001,0.024081412976649008,0.029453838118906076
5.0,9,1000,0.0001,0.02950476538826958,0.027324352117605987
0.0,227,1000,0.0001,0.028874933316665914,0.028090993515675785
24.0,1,1000,0.0001,0.024945464787239365,0.02423921663083161
2.0,37,1000,0.0001,0.02915410826641343,0.02498255870293529
0.1,1,1000,0.0001,0.030199645676283932,0.027402693014650845
15.0,28,1000,0.0001,0.02286369307165379,0.0297366572618632
0.0,127,1000,0.0001,0.027199954470723646,0.025601335841792267
50.0,2,1000,0.0001,0.028699326316315905,0.030871656958848047
20.0,36,1000,0.0001,0.022073234287714523,0.025826038276913904
4.0,15,1000,0.0001,0.02119793555577792,0.018880303929196623
0.0,58,1000,0.0001,0.026840419239962124,0.027432354830741672
200.0,34,1000,0.0001,0.030425663484174352,0.022829134754737884
20.0,32,1000,0.0001,0.033543308289414514,0.0276275208850444
5.0,31,1000,0.0001,0.02229198210310522,0.02313930766938355
0.5,36,1000,0.0001,0.027803067132356665,0.026298328860443105
0.01,18,1000,0.0001,0.030764613962698268,0.030039545464273426
22.0,28,1000,0.0001,0.030101261834091883,0.031374837567878476
24.0,2,1000,0.0001,0.023548310865543393,0.027699015777788934
4.0,3,1000,0.0001,0.025935247910395618,0.024868127970398668
0.0,210,1000,0.0001,0.020186693563678318,0.021473654654732936
0.1,6,1000,0.0001,0.03242511092654643,0.02925723083254172
0.01,24,1000,0.0001,0.02724640816240825,0.026080655669783584
0.1,32,1000,0.0001,0.030425749449472596,0.030662921128056502
12.0,24,1000,0.0001,0.015158338478923974,0.0149999674853743
100.0,17,1000,0.0001,0.02872215336666847,0.023221618348917596
10.0,40,1000,0.0001,0.026992289213460696,0.028637155432771805
0.2,5,1000,0.0001,0.0272959715875794,0.029473431463573285
0.0,31,1000,0.0001,0.02129532745237269,0.028086836570828676
0.0,163,1000,0.0001,0.020271849402470288,0.019691531664583328
8.0,0,1000,0.0001,0.027636908720436077,0.02689472901045062
20.0,12,1000,0.0001,0.026097546188309565,0.030200173891694722
2.0,11,1000,0.0001,0.01898745076853851,0.021231905382269167
15.0,22,1000,0.0001,0.029103934009700606,0.028207102016100903
0.0,126,1000,0.0001,0.027185686330316584,0.02905105914995762
0.0,71,1000,0.0001,0.030022686055302863,0.020559886429321564
0.01,0,1000,0.0001,0.017589302414120826,0.015922109100455127
2.0,39,1000,0.0001,0.02126518373618694,0.022330912947647493
0.0,196,1000,0.0001,0.026279112797639965,0.02862395162858151
0.0,137,1000,0.0001,0.025983965303265296,0.030340638353917853
1.0,8,1000,0.0001,0.02509186704235228,0.01822319895794799
30.0,29,1000,0.0001,0.02354959112455637,0.026785068147407474
0.1,38,1000,0.0001,0.015987820703035196,0.015672380163008263
24.0,26,1000,0.0001,0.02314640532626643,0.030005404028201586
20.0,14,1000,0.0001,0.026258096101805233,0.02399093822591149
1.0,12,1000,0.0001,0.028966685113255813,0.028782303909195672
4.0,27,1000,0.0001,0.026959676274813858,0.02867159931496584
10.0,33,1000,0.0001,0.028059843878194057,0.026496282467123496
25.0,39,1000,0.0001,0.024129674128706688,0.023330663873193852
28.0,44,1000,0.0001,0.028867535527776492,0.028885273711685654
0.0,226,1000,0.0001,0.030091125134256883,0.029633778056902996
0.05,16,1000,0.0001,0.027576131284564313,0.026642884548227483
50.0,32,1000,0.0001,0.028940154392719762,0.03021553793989717
100.0,29,1000,0.0001,0.02444415633681693,0.023378972914645836
0.5,40,1000,0.0001,0.02500737344267224,0.02173152594129719
18.0,46,1000,0.0001,0.03011593523376182,0.02807604665333284
24.0,19,1000,0.0001,0.02363508633831702,0.02061935296264822
0.0,103,1000,0.0001,0.02649836060303023,0.02922599004250228
0.0,161,1000,0.0001,0.031274976263813294,0.03124411346067319
24.0,32,1000,0.0001,0.02642685616080816,0.029761535442772203
0.05,23,1000,0.0001,0.02686172594129713,0.02509424513225674
22.0,40,1000,0.0001,0.02448668963248171,0.018700512255612922
10.0,30,1000,0.0001,0.026733810908545576,0.02036024576728847
22.0,2,1000,0.0001,0.016369051600580112,0.02513680194209724
30.0,14,1000,0.0001,0.02841738934046712,0.03150955698484936
12.0,36,1000,0.0001,0.03223887400670042,0.0301277674623732
20.0,42,1000,0.0001,0.018122751587579488,0.021739871354567876
0.1,11,1000,0.0001,0.02257607136056818,0.02070274810940556
0.0,114,1000,0.0001,0.02752478024801258,0.02329451713685693
22.0,30,1000,0.0001,0.029532038101905193,0.02933250036401826
4.0,5,1000,0.0001,0.018391359566978453,0.02341682105905312
8.0,45,1000,0.0001,0.026078984481224223,0.022698195058753045
0.2,0,1000,0.0001,0.028145510226511437,0.027842285215260887
30.0,33,1000,0.0001,0.027460115259763156,0.027100531766588488
24.0,0,1000,0.0001,0.019690578309915645,0.02551648047502385
100.0,25,1000,0.0001,0.03123383064953253,0.028112236259813107
15.0,16,1000,0.0001,0.022938792031601665,0.02460049821791103
4.0,38,1000,0.0001,0.028384765741287135,0.02903342264113219
200.0,1,1000,0.0001,0.026574474944747392,0.022652024068203522
200.0,35,1000,0.0001,0.025639215089754624,0.028651179978998995
50.0,40,1000,0.0001,0.028868115620781145,0.025657486701335126
24.0,44,1000,0.0001,0.02545154533326676,0.026029840147007457
22.0,11,1000,0.0001,0.028724632651632765,0.027324245457272953
0.0,104,1000,0.0001,0.026675710114505903,0.026011804060202967
0.01,13,1000,0.0001,0.026116615011750683,0.028312176945847346
15.0,8,1000,0.0001,0.025847725935296887,0.031923867157357996
30.0,44,1000,0.0001,0.02549383169058466,0.029126666461323215
0.0,66,1000,0.0001,0.028521946951347656,0.027113327644382287
0.02,19,1000,0.0001,0.02534619618280933,0.026857968561428174
0.01,32,1000,0.0001,0.024851452031601738,0.02644596632631642
12.0,46,1000,0.0001,0.02733840828241424,0.03334246372218624
4.0,10,1000,0.0001,0.018175022885144387,0.02783748151907605
2.0,4,1000,0.0001,0.030658787536376946,0.028456101301065222
50.0,33,1000,0.0001,0.02697333372068619,0.029100316421821235
28.0,11,1000,0.0001,0.030747232004600347,0.0306693150667535
0.1,30,1000,0.0001,0.025148489264463406,0.0289614638421922
0.02,29,1000,0.0001,0.02440789329166476,0.02409131725586288
0.0,50,1000,0.0001,0.024690393452672727,0.029755934929746576
0.01,22,1000,0.0001,0.02850759045552293,0.03177221380069028
200.0,31,1000,0.0001,0.02759030385619292,0.026918260083004315
20.0,8,1000,0.0001,0.02918662377418881,0.01919016161108064
0.2,38,1000,0.0001,0.027670246409320656,0.02735079745687295
0.0,98,1000,0.0001,0.028997097885894413,0.027071902903145297
5.0,15,1000,0.0001,0.021138951879594067,0.025764746346317445
4.0,0,1000,0.0001,0.026247019904995363,0.021511352111605656
1.0,35,1000,0.0001,0.0277835828991452,0.030172653126656377
0.0,131,1000,0.0001,0.024401344112205684,0.025065727708385548
12.0,17,1000,0.0001,0.02727191833691698,0.02943434670133513
28.0,38,1000,0.0001,0.023968336002800236,0.028607793683684286
0.0,5,1000,0.0001,0.025374262302115293,0.023037968077403936
22.0,31,1000,0.0001,0.028299293142657292,0.028455631595579917
20.0,10,1000,0.0001,0.02640693618680949,0.02640249517875905
22.0,1,1000,0.0001,0.02345796774338721,0.02691418321116069
200.0,20,1000,0.0001,0.027670317002850255,0.02945920511425586
1.0,41,1000,0.0001,0.029673385986299438,0.02460054843042158
0.0,189,1000,0.0001,0.022536178560928183,0.027089089964498395
0.0,232,1000,0.0001,0.02466876740637046,0.027939894944747367
8.0,29,1000,0.0001,0.02967441282064113,0.02746757941497081
15.0,1,1000,0.0001,0.022224472941647193,0.02329395320966058
0.01,34,1000,0.0001,0.03054911439571996,0.03156077737986913
200.0,26,1000,0.0001,0.028888721100055137,0.02333640879844009
0.0,223,1000,0.0001,0.021364316835841935,0.018464620227011487
0.0,209,1000,0.0001,0.022937202626131407,0.027810130192509705
22.0,42,1000,0.0001,0.029611199423971227,0.02336254909045465
30.0,46,1000,0.0001,0.02749591577278881,0.027367455540777137
8.0,27,1000,0.0001,0.022864562075103845,0.028082894139707004
8.0,47,1000,0.0001,0.02774529248062416,0.026030412408620578
200.0,10,1000,0.0001,0.03048556861543094,0.026781251453572765
0.0,15,1000,0.0001,0.0268231648042404,0.02627882963648185
22.0,44,1000,0.0001,0.028136201940097055,0.029716149027451438
5.0,47,1000,0.0001,0.026584223697185,0.031194081041052136
30.0,18,1000,0.0001,0.025226539159958084,0.030522321413070683
0.0,10,1000,0.0001,0.024513386032301753,0.031856030464523385
0.0,81,1000,0.0001,0.03125707935296787,0.03296448954147727
0.01,5,1000,0.0001,0.024646212257612994,0.018179626923346265
0.0,93,1000,0.0001,0.027628285769288566,0.027078415907795552
0.2,35,1000,0.0001,0.02790287112055614,0.01846507475073759
0.0,64,1000,0.0001,0.02912508192309621,0.027795226609330523
20.0,22,1000,0.0001,0.02678161353867707,0.034522361375068956
28.0,7,1000,0.0001,0.02523641387469389,0.020362539042952217
1.0,47,1000,0.0001,0.025201309099455078,0.01817580352617637
25.0,34,1000,0.0001,0.023652089659483056,0.02424114376918863
12.0,44,1000,0.0001,0.027100729413470758,0.02469657885994316
22.0,18,1000,0.0001,0.029166435229761572,0.032459536807840646
20.0,16,1000,0.0001,0.026390300473023758,0.03243649364568239
0.02,25,1000,0.0001,0.025008192813640768,0.029015776270813576
10.0,7,1000,0.0001,0.026825704162208246,0.03197967518475935
200.0,24,1000,0.0001,0.028401783304165356,0.03187344633231663
25.0,15,1000,0.0001,0.029976258564928356,0.0278513798199911
200.0,48,1000,0.0001,0.02113064963448173,0.016640522227111477
1.0,39,1000,0.0001,0.02561124329916511,0.028220548683434286
30.0,10,1000,0.0001,0.019842323247162477,0.022178590275513888
18.0,17,1000,0.0001,0.020266617756887966,0.01831410228111423
100.0,4,1000,0.0001,0.030004072419621053,0.02915359113555687
18.0,9,1000,0.0001,0.023233025096254946,0.021866906918345943
0.5,15,1000,0.0001,0.026968562106105463,0.02657173193459678
0.5,37,1000,0.0001,0.027686455272763824,0.024626814069703656
28.0,9,1000,0.0001,0.023021123827191407,0.027224045292264736
0.01,15,1000,0.0001,0.022332767979399027,0.02795035729386477
50.0,43,1000,0.0001,0.023528227402370202,0.019558764769238554
30.0,3,1000,0.0001,0.02781958650632552,0.026260277564878344
0.2,19,1000,0.0001,0.02879526873643698,0.027712290186509336
25.0,7,1000,0.0001,0.02934860084104215,0.026082875528776542
0.0,115,1000,0.0001,0.02399186750237527,0.02445242323816201
30.0,36,1000,0.0001,0.02436778268513441,0.02516427415870811
12.0,32,1000,0.0001,0.026610968111405658,0.026902635130756664
0.02,27,1000,0.0001,0.030235258496924995,0.03067030530826554
22.0,5,1000,0.0001,0.025307526742337265,0.03264633156257824
0.05,1,1000,0.0001,0.0256770457232863,0.028964539246962448
24.0,36,1000,0.0001,0.02473162546327332,0.02335229596479842
18.0,31,1000,0.0001,0.030203134332716763,0.0301118221941098
1.0,27,1000,0.0001,0.030285969249462624,0.028847455156758024
50.0,37,1000,0.0001,0.02575525887194374,0.028773136492824706
0.0,178,1000,0.0001,0.019677779749987634,0.02779202263513186
0.0,85,1000,0.0001,0.02691998536326817,0.027157727038351946
0.01,3,1000,0.0001,0.027853237302865222,0.022743992989649558
100.0,36,1000,0.0001,0.026117394170708588,0.029106819410970684
20.0,6,1000,0.0001,0.02298310968848454,0.028601297478874074
15.0,5,1000,0.0001,0.026659391909595626,0.028975402119106018
4.0,11,1000,0.0001,0.032934661510075645,0.03276514030701552
100.0,21,1000,0.0001,0.027781956032801713,0.03163998916045819
0.0,106,1000,0.0001,0.02618047216360838,0.031459559103955356
0.0,246,1000,0.0001,0.032893049857493056,0.031200367056352946
22.0,0,1000,0.0001,0.02247158296014814,0.027326912512625756
8.0,38,1000,0.0001,0.023462836216810997,0.02442102872143615
200.0,49,1000,0.0001,0.02398888742537134,0.02770849929096466
100.0,38,1000,0.0001,0.02694216509825498,0.028121318918946026
0.01,48,1000,0.0001,0.029528453269663708,0.028825362198110032
0.0,243,1000,0.0001,0.025917340751037653,0.02706549062053114
22.0,16,1000,0.0001,0.019430671344567364,0.023892622055102872
22.0,17,1000,0.0001,0.02986761315265773,0.029682785448272478
15.0,36,1000,0.0001,0.02839523762688146,0.027250301245062298
0.0,143,1000,0.0001,0.027051897124856367,0.02896911373168664
15.0,30,1000,0.0001,0.03247369138856949,0.028569710026501417
